file,bytes,sha256,export_downloaded,export_url
data/off_ch_de_fr_subset.tsv.gz,82316867,8d3c3e1b126226c5e999b4363d21832c35ec1235b7fe58bd1f9c9bbe91f6bdb5,2026-09-24,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz
